names,date_x,score,genre,overview,crew,orig_title,orig_lang,budget_x,revenue,country,season,event_week,budget_ranges,sequels,star_actor,audienceScore
paw patrol: the movie,8/21/2021,75,"Animation, Family, Adventure, Comedy",Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,"Iain Armitage, Chase (voice), Lilly Bartlam, Skye (voice), Will Brisbin, Ryder (voice), Ron Pardo, Humdinger / Turbot (voice), Marsai Martin, Liberty (voice), Yara Shahidi, Kendra Wilson (voice), Kim Kardashian, Delores (voice), Randall Park, Butch (voice), Dax Shepard, Ruben (voice)",PAW Patrol: The Movie,English,26000000.0,144327371.0,AU,Summer,None,Low Budget,0,0,
last seen alive,5/19/2022,66,"Action, Thriller","After Will Spann's wife suddenly vanishes at a gas station, his desperate search to find her leads him down a dark path that forces him to run from authorities and take the law into his own hands.","Gerard Butler, Will Spann, Jaimie Alexander, Lisa Spann, Russell Hornsby, Detective Paterson, Ethan Embry, Knuckles, Michael Irby, Oscar, Bruce Altman, Barry Adams, Jordan Salloum, Peter, Dani Deetté, Sgt. Andersen, David Kallaway, Frank",Last Seen Alive,English,107700000.0,276937185.8,AU,Spring,None,Mid Budget,0,1,
we have a ghost,2/24/2023,66,"Comedy, Fantasy, Family, Adventure","After Kevin finds a ghost named Ernest haunting his new home, he becomes an overnight social media sensation. But when Kevin and Ernest go rogue to investigate the mystery of the latter's past, they become targets of the CIA.","David Harbour, Ernest, Jahi Di'Allo Winston, Kevin Presley, Anthony Mackie, Frank Presley, Erica Ash, Melanie Presley, Niles Fitch, Fulton Presley, Isabella Russo, Joy Yoshino, Tig Notaro, Dr. Leslie Monroe, Tom Bower, Ernest Scheller, Sean Boyd, Young Ernest Scheller",We Have a Ghost,English,150000000.0,569719222.6,US,Winter,None,Mid Budget,0,0,
the matrix resurrections,12/26/2021,65,"Science Fiction, Action, Adventure","Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.","Keanu Reeves, Thomas A. Anderson / Neo, Carrie-Anne Moss, Tiffany / Trinity, Yahya Abdul-Mateen II, Morpheus, Jessica Henwick, Bugs, Jonathan Groff, Smith, Neil Patrick Harris, The Analyst, Priyanka Chopra Jonas, Sati, Christina Ricci, Gwyn de Vere, Jada Pinkett Smith, Niobe",The Matrix Resurrections,English,190000000.0,159197755.0,AU,Winter,Christmas,Big Budget,0,0,
lou,9/23/2022,67,"Action, Thriller",A young girl is kidnapped during a powerful storm. Her mother joins forces with her mysterious neighbour to set off in pursuit of the kidnapper. Their journey will test their limits and expose the dark secrets of their past.,"Allison Janney, Lou, Jurnee Smollett, Hannah, Logan Marshall-Green, Philip, Ridley Asha Bateman, Vee, Matt Craven, Sheriff Rankin, Greyston Holt, Chris, Daniel Bernhardt, Tony, RJ Fetherstonhaugh, Gerry, Andres Collantes, Deputy Torres",Lou,English,69400000.0,240033015.8,AU,Autumn,None,Mid Budget,0,0,
pinocchio,9/8/2022,65,"Fantasy, Adventure, Family",A wooden puppet embarks on a thrilling adventure to become a real boy.,"Benjamin Evan Ainsworth, Pinocchio (voice), Tom Hanks, Geppetto, Joseph Gordon-Levitt, Jiminy Cricket (voice), Luke Evans, The Coachman, Cynthia Erivo, Blue Fairy, Keegan-Michael Key, 'Honest' John (voice), Lorraine Bracco, Sofia the Seagull (voice), Kyanne Lamaya, Fabiana, Angus Wright, Signore Rizzi",Pinocchio,English,45000000.0,31681811.0,AU,Autumn,None,Low Budget,0,0,
pinocchio,9/8/2022,65,"Fantasy, Adventure, Family",A wooden puppet embarks on a thrilling adventure to become a real boy.,"Benjamin Evan Ainsworth, Pinocchio (voice), Tom Hanks, Geppetto, Joseph Gordon-Levitt, Jiminy Cricket (voice), Luke Evans, The Coachman, Cynthia Erivo, Blue Fairy, Keegan-Michael Key, 'Honest' John (voice), Lorraine Bracco, Sofia the Seagull (voice), Kyanne Lamaya, Fabiana, Angus Wright, Signore Rizzi",Pinocchio,English,13200000.0,30360375.0,AU,Autumn,None,Low Budget,0,0,
pinocchio,9/8/2022,65,"Fantasy, Adventure, Family",A wooden puppet embarks on a thrilling adventure to become a real boy.,"Benjamin Evan Ainsworth, Pinocchio (voice), Tom Hanks, Geppetto, Joseph Gordon-Levitt, Jiminy Cricket (voice), Luke Evans, The Coachman, Cynthia Erivo, Blue Fairy, Keegan-Michael Key, 'Honest' John (voice), Lorraine Bracco, Sofia the Seagull (voice), Kyanne Lamaya, Fabiana, Angus Wright, Signore Rizzi",Pinocchio,English,2289247.0,84300000.0,AU,Autumn,None,Low Budget,0,0,
miraculous world: shanghai – the legend of ladydragon,4/4/2021,79,"Animation, Fantasy, Action, TV Movie","On school break, Marinette heads to Shanghai to meet Adrien. But after arriving, Marinette loses all her stuff, including the Miraculous that allows her to turn into Ladybug!","Anouck Hautbois, Marinette / Ladybug (voice), Benjamin Bollen, Adrien Agreste / Cat Noir (voice), Geneviève Doang, Fei Wu / Ladydragon (voice), Antoine Tomé, Gabriel Agreste / Hawk Moth (voice), Marie Chevalot, Nathalie Sancoeur / She She (voice), Fanny Bloc, Alya Césaire (voice), Thierry Kazazian, Plagg (voice), Marie Nonnenmacher, Tikki / Juleka Couffaine (voice), Martial Le Minoux, Nooroo / Tom Dupain / Max Kanté / Long Long (voice)","Miraculous World: Shanghai, la légende de Ladydragon",French,149860000.0,660957374.4,FR,Spring,None,Mid Budget,0,0,
the tomorrow war,7/2/2021,79,"Action, Science Fiction, Adventure","The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.","Chris Pratt, Dan Forester, Yvonne Strahovski, Colonel Muri Forester, J.K. Simmons, James Forester, Betty Gilpin, Emmy Forester, Sam Richardson, Charlie, Edwin Hodge, Dorian, Jasmine Mathews, Lt. Hart, Ryan Kiera Armstrong, Young Muri Forester, Keith Powers, Major Greenwood",The Tomorrow War,English,200000000.0,19220000.0,AU,Summer,None,Big Budget,0,1,
grimcutty,10/10/2022,54,Horror,A suburban teen girl and her little brother must stop a terrifying internet meme brought to life by the hysteria of their parents.,"Sara Wolfkind, Asha Chaudhry, Shannyn Sossamon, Leah Chaudhry, Usman Ally, Amir Chaudhry, Callan Farris, Kamran Chaudhry, Tate Moore, Cassidy Johnston, Joel Ezra Hebner, Grimcutty, Alona Tal, Melinda Jaynes, Kayden Alexander Koshelev, Brandon Jaynes, Malaya Valenzuela, Emily Litman",Grimcutty,English,130800000.0,249577615.2,US,Autumn,None,Mid Budget,0,0,
scrooge: a christmas carol,11/25/2022,68,"Animation, Family, Fantasy","On a cold Christmas Eve, selfish miser Ebenezer Scrooge has one night left to face his past — and change the future — before time runs out.","Luke Evans, Ebenezer Scrooge (voice), Olivia Colman, Ghost of Christmas Past (voice), Jessie Buckley, Isabel Fezziwig (voice), Johnny Flynn, Bob Cratchit (voice), Fra Fee, Harry Huffam (voice), Giles Terera, Tom Jenkins (voice), Trevor Dion Nicholas, Ghost of Christmas Present (voice), James Cosmo, Mr. Fezziwig (voice), Jonathan Pryce, Jacob Marley (voice)",Scrooge: A Christmas Carol,English,87000000.0,459237806.0,GB,Autumn,Thanksgiving,Mid Budget,0,0,
your place or mine,2/10/2023,64,"Romance, Comedy","When best friends and total opposites Debbie and Peter swap homes for a week, they get a peek into each other's lives that could open the door to love.","Reese Witherspoon, Debbie, Ashton Kutcher, Peter, Jesse Williams, Theo, Zoë Chao, Minka, Steve Zahn, Zen, Tig Notaro, Alicia, Wesley Kimmel, Jack, Griffin Matthews, John Golden, Rachel Bloom, Scarlet",Your Place or Mine,English,105400000.0,286421986.2,US,Winter,Valentine's Week,Mid Budget,0,1,
one piece film red,11/3/2022,75,"Animation, Adventure, Action, Fantasy","Uta — the most beloved singer in the world. Her voice, which she sings with while concealing her true identity, has been described as “otherworldly.” She will appear in public for the first time at a live concert. As the venue fills with all kinds of Uta fans — excited pirates, the Navy watching closely, and the Straw Hats led by Luffy who simply came to enjoy her sonorous performance — the voice that the whole world has been waiting for is about to resound.","Kaori Nazuka, Uta (voice), Shuichi Ikeda, Shanks (voice), Mayumi Tanaka, Monkey D. Luffy (voice), Kazuya Nakai, Roronoa Zoro (voice), Akemi Okamura, Nami (voice), Kappei Yamaguchi, Usopp (voice), Hiroaki Hirata, Sanji (voice), Ikue Otani, Tony Tony Chopper (voice), Yuriko Yamaguchi, Nico Robin (voice)",ONE PIECE FILM RED,Japanese,8705000.0,150797338.0,AU,Autumn,None,Low Budget,0,0,
the strays,2/17/2023,55,"Thriller, Mystery, Drama, Horror",A Black woman's meticulously crafted life of privilege starts to unravel when two strangers show up in her quaint suburban town.,"Ashley Madekwe, Neve, Justin Salinger, Ian, Jorden Myrie, Carl, Bukky Bakray, Dione, Samuel Paul Small, Sebastian, Maria Almeida, Mary, Caroline Martin, Jessie, Michael Warburton, Kenneth, George Greenland, Delivery Guy",The Strays,English,131700000.0,751965791.6,GB,Winter,None,Mid Budget,0,1,
watcher,6/3/2022,66,"Mystery, Thriller, Horror","As a serial killer stalks the city, Julia — a young actress who just moved to town with her husband — notices a mysterious stranger watching her from across the street.","Maika Monroe, Julia, Karl Glusman, Francis, Burn Gorman, The Watcher, Mãdãlina Anea, Irina, Daniel Nuta, Cristian, Gabriela Butuc, Flavia, Cristina Deleanu, Eleonora, Ștefan Iancu, Sebastian, Florian Ghimpu, Officer Radu",Watcher,English,10237862.6,2667033.0,US,Summer,None,Low Budget,0,1,
the gray man,7/14/2022,70,"Action, Thriller","When a shadowy CIA agent uncovers damning agency secrets, he's hunted across the globe by a sociopathic rogue operative who's put a bounty on his head.","Ryan Gosling, Six, Chris Evans, Lloyd Hansen, Ana de Armas, Dani Miranda, Billy Bob Thornton, Fitzroy, Jessica Henwick, Suzanne Brewer, Dhanush, Avik San, Alfre Woodard, Margaret Cahill, Regé-Jean Page, Carmichael, Wagner Moura, Laszlo Sosa",The Gray Man,English,200000000.0,451178.0,AU,Summer,None,Big Budget,0,0,
the mummy resurrection,1/2/2023,50,Horror,"When an infamous ""cursed"" Egyptian sarcophagus falls into the hands of unscrupulous huckster Everett Randolph, he becomes obsessed with resurrecting the mummified princess held within it.","Carl Wharton, Sykes, Chris Bell, Everett, Marcus Langford, Charlie, Raven Lee, Khenmetptah, Sophie Marlowe, Shelly, Jas Steven Singh, Azaan",The Mummy Resurrection,English,102800000.0,545695337.6,GB,Winter,None,Mid Budget,0,1,
the fallout,3/17/2021,77,Drama,"In the wake of a school tragedy, Vada, Mia and Quinton form a unique and dynamic bond as they navigate the never linear, often confusing journey to heal in a world that feels forever changed.","Jenna Ortega, Vada Cavell, Maddie Ziegler, Mia Reed, Niles Fitch, Quinton Hasland, Will Ropp, Nick Feinstein, Lumi Pollack, Amelia Cavell, John Ortiz, Carlos Cavell, Julie Bowen, Patricia Cavell, Shailene Woodley, Anna, Christine Horn, Mrs. Victor",The Fallout,English,114200000.0,736329646.2,US,Spring,None,Mid Budget,0,1,
guardians of the galaxy volume 3,5/4/2023,0,"Science Fiction, Adventure, Comedy","Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.","Chris Pratt, Peter Quill / Star-Lord, Zoe Saldaña, Gamora, Dave Bautista, Drax the Destroyer, Karen Gillan, Nebula, Pom Klementieff, Mantis, Bradley Cooper, Rocket (voice), Vin Diesel, Groot (voice), Sean Gunn, Kraglin / On-Set Rocket, Chukwudi Iwuji, The High Evolutionary",Guardians of the Galaxy Volume 3,English,250000000.0,1240261.6,AU,Spring,None,Big Budget,1,0,
dracula: the original living vampire,1/28/2022,54,"Horror, Fantasy, Thriller","Detective Amelia Van Helsing is on the desperate hunt for the killer responsible for a string of grisly murders targeting young women. Matters only worsen when all evidence leads to the seemingly untouchable Count Dracula. And when Van Helsing’s girlfriend vanishes, she is forced to question the very existence of monsters in a final showdown with the enigmatic count.","Michael Ironside, Dr. Jack Seward, Jake Herbert, Count Dracula, Christine Prouty, Amelia Van Helsing, India Davies, Mina Murray, Ryan Woodcock, Jonathan Harker",Dracula: The Original Living Vampire,English,124800000.0,605767026.8,US,Winter,None,Mid Budget,0,0,
triangle of sadness,12/26/2022,72,"Comedy, Drama","A celebrity model couple are invited on a luxury cruise for the uber-rich, helmed by an unhinged, alcoholic captain. What first appears Instagrammable ends catastrophically, leaving the survivors stranded on a desert island in a struggle of hierarchy.","Harris Dickinson, Carl, Charlbi Dean, Yaya, Woody Harrelson, Thomas, The Captain, Zlatko Burić, Dimitry, Vicki Berlin, Paula, Dolly de Leon, Abigail, Henrik Dorsin, Jarmo, Iris Berben, Therese, Jean-Christophe Folly, Nelson",Triangle of Sadness,English,15600000.0,24733572.0,AU,Winter,Christmas,Low Budget,0,0,
wire room,9/2/2022,66,"Action, Crime, Thriller","New recruit Justin Rosa must monitor arms-smuggling cartel member Eddie Flynn — and keep him alive at all costs. When a SWAT team descends on Flynn’s home, Rosa breaks protocol and contacts the gangster directly to save his life. As gunmen break into the Wire Room and chaos erupts, Mueller and Rosa make a final, desperate stand against the corrupt agents and officials who seek to destroy evidence and kill them both.","Kevin Dillon, Justin Rosa, Bruce Willis, Shane Mueller, Oliver Trevena, Eddie Flynn, Texas Battle, Sheriff Roberts, Cameron Douglas, , Shelby Cobb, Nour Holborow, MWW Michael Wilkerson, Special Operations, Adam Huel Potter, Billy, Amber Townsend, Cindy",Wire Room,English,101000000.0,321357348.6,US,Autumn,None,Mid Budget,0,1,
welcome to the club,9/8/2022,66,"Animation, Comedy","Heart set on becoming a princess, Lisa Simpson is surprised to learn being bad might be more fun.","Yeardley Smith, Lisa Simpson (voice), Tress MacNeille, Cruella de Vil (voice), Nancy Cartwright, Bart Simpson/Mickey Mouse (voice), Tom Hiddleston, Loki (voice), Dawnn Lewis, Ursula (voice), Kevin Michael Richardson, Captain Hook (voice), Chris Edgerly, Additional Voices (voice)",Welcome to the Club,English,124000000.0,690278154.2,US,Autumn,None,Mid Budget,0,1,
emancipation,12/2/2022,80,Drama,"Inspired by the gripping true story of a man who would do anything for his family—and for freedom. When Peter, an enslaved man, risks his life to escape and return to his family, he embarks on a perilous journey of love and endurance.","Will Smith, Peter, Ben Foster, Jim Fassel, Charmaine Bingwa, Dodienne, Steven Ogg, Confederate Sergeant Howard, Gilbert Owuor, Gordon, Mustafa Shakir, Lt. Andrew Cailloux, Grant Harvey, Leeds, Ronnie Gene Blevins, Harrington, Jayson Warner Smith, Capt. John Lyons",Emancipation,English,120000000.0,0.0,US,Winter,New Year's Week,Mid Budget,0,1,
